starname,rp,rp_err1,rp_err2,mp,mp_err1,mp_err2,ror,ror_err1,ror_err2,rs,rs_err1,rs_err2,ms,ms_err1,ms_err2,p,disc_method,temp,mag,ref,instrument,system_disc_method
TOI-157,14.415,0.258,-0.224,375.03940,41.31790,-38.13960,0.11329,0.00056,-0.00054,1.17,0.02,-0.01,0.95,0.02,-0.02,2.08454350,Transit,5404.00,12.7250000,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-163,16.690,0.381,-0.381,387.75260,38.13960,-38.13960,0.09082,0.00160,-0.00150,1.65,0.02,-0.03,1.44,0.03,-0.03,4.23130600,Transit,6495.00,11.4670000,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-169,12.173,0.908,-0.538,251.40353,20.34112,-19.06980,0.08660,0.00560,-0.00310,1.29,0.02,-0.02,1.15,0.07,-0.07,2.25544770,Transit,5880.00,12.3550000,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200305932N/abstract target=ref>Nielsen et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-172,10.817,0.359,-0.325,1722.63860,69.92260,-63.56600,0.05588,0.00091,-0.00092,1.78,0.05,-0.04,1.13,0.07,-0.06,9.47725000,Transit,5645.00,11.2990000,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1728,5.050,0.160,-0.170,26.78000,5.43000,-5.13000,0.07400,0.00200,-0.00200,0.62,0.01,-0.01,0.65,0.02,-0.02,3.49151000,Transit,3980.00,12.3900000,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614546K/abstract target=ref>Kanodia et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1899,15.356,0.560,-0.673,209.76780,22.24810,-22.24810,0.23100,0.00500,-0.00600,0.61,0.02,-0.02,0.63,0.03,-0.03,29.02000000,Transit,3841.00,14.8800000,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707098C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-216,11.290,0.580,-0.420,200.00000,170.00000,-100.00000,0.12350,0.00140,-0.00140,0.84,0.04,-0.03,0.87,0.04,-0.03,34.55600000,Transit,5026.00,12.3240000,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-216,7.690,1.620,-0.830,30.00000,20.00000,-14.00000,0.08330,0.01680,-0.00820,0.84,0.04,-0.03,0.87,0.04,-0.03,17.08900000,Transit,5026.00,12.3240000,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270,1.247,0.089,-0.083,,,,0.03000,0.00150,-0.00110,0.38,0.02,-0.02,0.40,0.02,-0.02,3.36008000,Transit,3386.00,12.6030000,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270,2.420,0.130,-0.130,,,,0.05825,0.00079,-0.00058,0.38,0.02,-0.02,0.40,0.02,-0.02,5.66017200,Transit,3386.00,12.6030000,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270,2.130,0.120,-0.120,,,,0.05143,0.00074,-0.00074,0.38,0.02,-0.02,0.40,0.02,-0.02,11.38014000,Transit,3386.00,12.6030000,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-421,2.680,0.190,-0.180,7.17000,0.66000,-0.66000,0.02850,0.00190,-0.00180,0.87,0.01,-0.01,0.85,0.03,-0.02,5.19672000,Transit,5325.00,9.9310000,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-421,5.090,0.160,-0.150,16.42000,1.06000,-1.04000,0.05420,0.00110,-0.00100,0.87,0.01,-0.01,0.85,0.03,-0.02,16.06819000,Transit,5325.00,9.9310000,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-540,0.903,0.052,-0.052,,,,0.04360,0.00120,-0.00120,0.19,0.01,-0.01,0.16,0.01,-0.01,1.23914910,Transit,3216.00,14.8230000,<a refstr=MENT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200913623M/abstract target=ref>Ment et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-677,13.115,0.336,-0.336,392.83788,21.93027,-21.29461,0.09420,0.00100,-0.00120,1.28,0.03,-0.03,1.18,0.06,-0.06,11.23660000,Transit,6295.00,9.8220000,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-700,1.037,0.065,-0.064,,,,0.02240,0.00100,-0.00110,0.42,0.02,-0.02,0.41,0.02,-0.02,9.97702000,Transit,3461.00,13.1510000,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-700,2.650,0.160,-0.150,,,,0.05730,0.00200,-0.00180,0.42,0.02,-0.02,0.41,0.02,-0.02,16.05111000,Transit,3461.00,13.1510000,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-700,1.144,0.062,-0.061,,,,0.02476,0.00088,-0.00089,0.42,0.02,-0.02,0.41,0.02,-0.02,37.42475000,Transit,3461.00,13.1510000,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-763,2.280,0.110,-0.110,9.79000,0.78000,-0.78000,0.02300,0.00100,-0.00100,0.90,0.01,-0.01,0.92,0.03,-0.03,5.60570000,Transit,5450.00,10.2650000,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200812535F/abstract target=ref>Fridlund et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-763,2.630,0.120,-0.120,9.32000,1.02000,-1.02000,0.02700,0.00100,-0.00100,0.90,0.01,-0.01,0.92,0.03,-0.03,12.27370000,Transit,5450.00,10.2650000,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200812535F/abstract target=ref>Fridlund et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-813,6.710,0.380,-0.380,,,,0.03165,0.00072,-0.00061,1.94,0.10,-0.10,1.32,0.06,-0.06,83.89110000,Transit,5907.00,10.3580000,<a refstr=EISNER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.494..750E/abstract target=ref>Eisner et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-824,2.926,0.202,-0.191,18.46700,1.84300,-1.87500,0.03870,0.00180,-0.00190,0.69,0.03,-0.03,0.71,0.03,-0.03,1.39297800,Transit,4600.00,11.3140000,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-837,8.631,1.009,-1.009,381.39600,,,0.08000,0.01000,-0.01000,1.02,0.08,-0.08,1.12,0.06,-0.06,8.32487620,Transit,6047.00,10.6350000,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200907845B/abstract target=ref>Bouma et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-849,3.444,0.157,-0.115,39.09000,2.66000,-2.55000,0.03443,0.00092,-0.00088,0.92,0.03,-0.02,0.93,0.02,-0.02,0.76552414,Transit,5373.80,11.9810000,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200310314A/abstract target=ref>Armstrong et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-954,9.550,0.594,-0.695,55.30242,5.72094,-5.40311,0.04620,0.00190,-0.00230,1.89,0.08,-0.08,1.20,0.07,-0.06,3.68497290,Transit,5710.00,10.3430000,<a refstr=SHA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201014436S/abstract target=ref>Sha et al. 2020</a>,Transiting Exoplanet Survey Satellite (TESS),Transit
TRAPPIST-1,1.086,0.035,-0.035,0.85000,0.72000,-0.72000,,,,0.12,0.00,0.00,0.08,0.01,-0.01,1.51087081,Transit,2559.00,17.0200000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,La Silla Observatory,Transit
TRAPPIST-1,1.056,0.035,-0.035,1.38000,0.61000,-0.61000,,,,0.12,0.00,0.00,0.08,0.01,-0.01,2.42182330,Transit,2559.00,17.0200000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,La Silla Observatory,Transit
TRAPPIST-1,0.772,0.030,-0.030,0.41000,0.27000,-0.27000,,,,0.12,0.00,0.00,0.08,0.01,-0.01,4.04961000,Transit,2559.00,17.0200000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,La Silla Observatory,Transit
TRAPPIST-1,0.918,0.039,-0.039,0.62000,0.58000,-0.58000,,,,0.12,0.00,0.00,0.08,0.01,-0.01,6.09961500,Transit,2559.00,17.0200000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Multiple Observatories,Transit
TRAPPIST-1,1.045,0.038,-0.038,0.68000,0.18000,-0.18000,,,,0.12,0.00,0.00,0.08,0.01,-0.01,9.20669000,Transit,2559.00,17.0200000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Multiple Observatories,Transit
TRAPPIST-1,1.127,0.041,-0.041,1.34000,0.88000,-0.88000,,,,0.12,0.00,0.00,0.08,0.01,-0.01,12.35294000,Transit,2559.00,17.0200000,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,Multiple Observatories,Transit
TRAPPIST-1,0.752,0.032,-0.031,,,,0.05880,0.00160,-0.00160,0.11,0.00,0.00,0.09,0.02,-0.02,18.76700000,Transit,,17.0200000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,Multiple Observatories,Transit
TYC 1422-614-1,,,,794.50000,127.10000,-127.10000,,,,6.85,1.38,-1.38,1.15,0.18,-0.18,198.40000000,Radial Velocity,4806.00,10.1930000,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,Multiple Observatories,Radial Velocity
TYC 1422-614-1,,,,3178.00000,318.00000,-318.00000,,,,6.85,1.38,-1.38,1.15,0.18,-0.18,559.30000000,Radial Velocity,4806.00,10.1930000,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,Multiple Observatories,Radial Velocity
TYC 3318-01333-1,,,,1086.97860,111.24050,-111.24050,,,,5.90,1.00,-1.00,1.19,0.14,-0.14,562.00000000,Radial Velocity,4776.00,9.9010000,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,Multiple Observatories,Radial Velocity
TYC 3667-1280-1,,,,1716.28200,127.13200,-127.13200,,,,6.26,0.86,-0.86,1.87,0.17,-0.17,26.46800000,Radial Velocity,5130.00,9.8560000,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...589L...1N/abstract target=ref>Niedzielski et al. 2016</a>,McDonald Observatory,Radial Velocity
TYC 4282-00605-1,,,,3426.20740,38.13960,-38.13960,,,,16.21,4.01,-4.01,0.97,0.03,-0.03,101.54000000,Radial Velocity,4300.00,10.4650000,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..51G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2017</a>,Roque de los Muchachos Observatory,Radial Velocity
Teegarden's Star,,,,1.05000,0.13000,-0.12000,,,,0.11,0.00,0.00,0.09,0.01,-0.01,4.91000000,Radial Velocity,2904.00,15.1300000,<a refstr=ZECHMEISTER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..49Z/abstract target=ref>Zechmeister et al. 2019</a>,Calar Alto Observatory,Radial Velocity
Teegarden's Star,,,,1.11000,0.16000,-0.15000,,,,0.11,0.00,0.00,0.09,0.01,-0.01,11.40900000,Radial Velocity,2904.00,15.1300000,<a refstr=ZECHMEISTER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..49Z/abstract target=ref>Zechmeister et al. 2019</a>,Calar Alto Observatory,Radial Velocity
TrES-1,12.666,0.673,-0.673,266.97720,34.96130,-34.96130,,,,0.85,0.05,-0.05,1.04,0.19,-0.19,3.03007000,Transit,5230.00,11.4240000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,TrES,Transit
TrES-2,15.244,0.897,-0.897,473.56670,69.92260,-69.92260,,,,1.12,0.07,-0.07,1.36,0.30,-0.30,2.47063000,Transit,5850.00,11.2540000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,TrES,Transit
TrES-3,14.975,0.347,-0.415,607.03000,23.83600,-25.42500,,,,0.83,0.02,,0.93,0.05,,1.30618581,Transit,5650.00,12.3620000,<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>,TrES,Transit
TrES-4,18.046,2.018,-2.018,247.90740,60.38770,-60.38770,,,,1.66,0.19,-0.19,1.08,0.38,-0.38,3.55395000,Transit,6200.00,11.9320000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,TrES,Transit
TrES-5,13.384,0.168,-0.168,568.91570,21.61244,-21.61244,0.14300,0.00120,-0.00120,0.87,0.01,-0.01,0.90,0.03,-0.03,1.48224686,Transit,5171.00,13.6770000,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,TrES,Transit
V1298 Tau,10.270,0.580,-0.530,,,,0.07000,0.00230,-0.00230,1.34,0.06,-0.05,1.10,0.05,-0.05,24.13960000,Transit,,10.1150000,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,K2,Transit
V1298 Tau,5.590,0.360,-0.320,,,,0.03810,0.00170,-0.00170,1.34,0.06,-0.05,1.10,0.05,-0.05,8.24958000,Transit,,10.1150000,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,K2,Transit
V1298 Tau,6.410,0.450,-0.400,,,,0.04360,0.00240,-0.00210,1.34,0.06,-0.05,1.10,0.05,-0.05,12.40320000,Transit,,10.1150000,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,K2,Transit
V1298 Tau,8.740,0.840,-0.720,,,,0.06110,0.00520,-0.00370,1.34,0.06,-0.05,1.10,0.05,-0.05,60.00000000,Transit,,10.1150000,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,K2,Transit
V830 Tau,,,,222.48100,38.13960,-38.13960,,,,2.00,0.20,-0.20,1.00,0.05,-0.05,4.92700000,Radial Velocity,4250.00,12.2300000,<a refstr=DONATI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3343D/abstract target=ref>Donati et al. 2017</a>,Multiple Observatories,Radial Velocity
WASP-1,16.623,0.269,-0.381,271.41500,18.11600,-16.52600,0.10362,0.00074,-0.00075,1.47,0.02,-0.03,1.24,0.05,-0.07,2.51994540,Transit,,11.3080000,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,SuperWASP,Transit
WASP-10,12.106,0.224,-0.224,1001.12000,41.32000,-34.96000,0.15918,0.00050,-0.00115,0.70,0.01,,0.75,0.04,,3.09276160,Transit,4675.00,12.4130000,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,SuperWASP,Transit
WASP-100,14.908,1.569,-1.569,400.46580,143.02350,-143.02350,,,,1.57,0.16,-0.16,0.77,0.42,-0.42,2.84938000,Transit,6900.00,10.7980000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,SuperWASP,Transit
WASP-101,16.029,1.009,-1.009,162.09330,25.42640,-25.42640,,,,1.31,0.08,-0.08,1.41,0.30,-0.30,3.58572000,Transit,6380.00,10.3360000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,SuperWASP,Transit
WASP-103,17.127,0.818,-0.527,473.54700,27.96800,-27.96800,0.10930,0.00190,-0.00170,1.44,0.05,-0.03,1.22,0.04,-0.04,0.92554200,Transit,6110.00,12.4020000,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,SuperWASP,Transit
WASP-104,12.745,0.415,-0.415,404.26300,14.93700,-14.93700,,,,0.96,0.03,-0.03,1.08,0.05,-0.05,1.75541370,Transit,5475.00,11.7790000,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,SuperWASP,Transit
WASP-105,10.761,0.336,-0.336,572.09400,31.78300,-31.78300,,,,0.90,0.03,-0.03,0.89,0.09,-0.09,7.87288000,Transit,5070.00,12.0490000,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,SuperWASP-South,Transit
WASP-106,11.433,3.363,-3.363,514.88460,298.76020,-298.76020,,,,1.31,0.38,-0.38,0.93,0.80,-0.80,9.28971000,Transit,6055.00,11.2100000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,SuperWASP,Transit
WASP-107,10.536,0.224,-0.224,38.13960,3.17830,-3.17830,,,,0.66,0.02,-0.02,0.69,0.05,-0.05,5.72149000,Transit,4430.00,11.5920000,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,SuperWASP-South,Transit
WASP-11,12.442,1.121,-1.121,251.08570,54.03110,-54.03110,,,,0.89,0.08,-0.08,1.42,0.43,-0.43,3.72247000,Transit,4800.00,11.5670000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,SuperWASP,Transit
WASP-113,15.793,1.076,-1.569,150.96925,17.16282,-16.52716,,,,1.61,0.09,-0.12,1.32,0.07,-0.07,4.54216875,Transit,5890.00,11.7610000,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,SuperWASP-North,Transit
WASP-114,15.009,0.717,-0.717,562.24127,20.34112,-20.34112,,,,1.43,0.06,-0.06,1.29,0.05,-0.05,1.54877430,Transit,5940.00,12.6850000,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,SuperWASP-North,Transit
WASP-117,11.882,0.785,-0.785,95.34900,15.89150,-15.89150,,,,1.22,0.06,-0.06,1.29,0.30,-0.30,10.02165000,Transit,6040.00,10.1390000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,SuperWASP,Transit
WASP-118,16.141,0.404,-0.404,163.36462,6.35660,-6.35660,,,,1.70,0.03,-0.03,1.32,0.04,-0.04,4.04604350,Transit,6410.00,11.0090000,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,SuperWASP,Transit
WASP-119,15.693,2.242,-2.242,390.93090,25.42640,-25.42640,,,,1.20,0.10,-0.10,1.02,0.06,-0.06,2.49979000,Transit,5650.00,12.3140000,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,SuperWASP-South,Transit
WASP-12,21.712,0.628,-0.628,465.62095,25.10857,-25.10857,0.11700,0.00020,-0.00020,1.66,0.05,-0.05,1.43,0.11,-0.11,1.09142000,Transit,6360.00,11.5690000,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,SuperWASP,Transit
WASP-120,16.511,1.076,-1.076,1541.47550,66.74430,-66.74430,,,,1.87,0.11,-0.11,1.39,0.06,-0.06,3.61127060,Transit,6450.00,10.9600000,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,SuperWASP,Transit
WASP-121,20.905,0.493,-0.493,375.99289,20.34112,-19.70546,0.12454,0.00047,-0.00048,1.46,0.03,-0.03,1.35,0.08,-0.08,1.27492550,Transit,6459.00,10.5140000,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,SuperWASP,Transit
WASP-123,14.773,0.729,-0.729,285.72917,11.44188,-11.44188,,,,1.28,0.05,-0.05,1.17,0.06,-0.06,2.97764120,Transit,5740.00,11.0300000,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,SuperWASP,Transit
WASP-124,13.899,0.336,-0.336,190.69800,22.24810,-22.24810,,,,1.02,0.02,-0.02,1.07,0.05,-0.05,3.37265000,Transit,6050.00,12.7240000,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,SuperWASP-South,Transit
WASP-126,,,,90.30000,,,0.07800,,,1.27,,,1.12,,,3.28883000,Transit,5800.00,10.9940000,<a refstr=PEARSON_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P/abstract target=ref>Pearson 2019</a>,SuperWASP-South,Mixed
WASP-126,,,,64.20000,24.60000,-24.60000,,,,1.27,,,1.12,,,7.63000000,Transit Timing Variations,5800.00,10.9940000,<a refstr=PEARSON_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P/abstract target=ref>Pearson 2019</a>,Transiting Exoplanet Survey Satellite (TESS),Mixed
WASP-127,14.695,0.280,-0.325,52.34660,6.80156,-5.46668,0.10103,0.00026,-0.00047,1.33,0.03,-0.03,0.95,0.02,-0.02,4.17806203,Transit,,10.1480000,<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200913386S/abstract target=ref>Seidel et al. 2020</a>,SuperWASP,Transit
WASP-129,10.424,0.336,-0.336,317.83000,31.78300,-31.78300,,,,0.90,0.02,-0.02,1.00,0.03,-0.03,5.74814500,Transit,5900.00,12.1790000,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,SuperWASP-South,Transit
WASP-13,13.675,1.569,-1.569,114.41880,28.60470,-28.60470,,,,1.37,0.15,-0.15,0.72,0.25,-0.25,4.35301000,Transit,5950.00,10.4240000,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,SuperWASP,Transit
WASP-130,9.976,0.336,-0.336,390.93090,12.71320,-12.71320,,,,0.96,0.03,-0.03,1.04,0.04,-0.04,11.55098000,Transit,5625.00,11.1040000,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,SuperWASP-South,Transit
