Starname,Rp,Mp,P,Rs,Ms,Ms-Err,Detection Method,Source,System Detection Method
K01839,2.089,6.20730890530284,9.59070716,0.818,0.946,0.245,Transit,cks,Transit
K01839,2.115,5.417304793923347,80.4112953,0.818,0.946,0.245,Transit,cks,Transit
K01845,1.581,4.382861591205497,1.970342457,0.786,0.836,0.279,Transit,cks,Transit
K01845,2.823,8.371395903483277,5.058213203,0.786,0.836,0.279,Transit,cks,Transit
K01858,2.802,5.2159219265116565,116.331901,0.792,0.877,0.131,Transit,cks,Transit
K01858,1.636,4.562692741254896,86.049055,0.792,0.877,0.131,Transit,cks,Transit
K01860,2.426,7.242018868409226,6.31942727,0.995,1.021,0.174,Transit,cks,Transit
K01860,2.352,6.295890819909724,12.20945351,0.995,1.021,0.174,Transit,cks,Transit
K01860,1.556,4.185545821577412,3.076452083,0.995,1.021,0.174,Transit,cks,Transit
K01875,2.329,6.43225895678655,9.91723428,0.96,0.86,0.119,Transit,cks,Transit
K01875,1.355,2.601427323622756,0.538354308,0.96,0.86,0.119,Transit,cks,Transit
K01889,2.909,6.915601306230679,14.30511983,0.796,0.902,0.097,Transit,cks,Transit
K01889,1.45,3.013693230243044,9.18186435,0.796,0.902,0.097,Transit,cks,Transit
K01891,2.308,5.396479149424086,15.95545002,0.779,0.848,0.072,Transit,cks,Transit
K01891,1.37,2.6571186217440466,8.25981532,0.779,0.848,0.072,Transit,cks,Transit
K01905,1.158,1.5481191880200058,7.62634063,0.688,0.743,0.138,Transit,cks,Transit
K01905,1.035,1.0479071270854239,15.9956114,0.688,0.743,0.138,Transit,cks,Transit
K01905,1.125,1.3129434780074396,34.2113054,0.688,0.743,0.138,Transit,cks,Transit
K01909,1.374,2.7478427390290223,12.75802811,0.999,1.022,0.064,Transit,cks,Transit
K01909,1.026,1.0181508490587254,5.47033694,0.999,1.022,0.064,Transit,cks,Transit
K01909,1.394,2.7305889918213904,25.09852783,0.999,1.022,0.064,Transit,cks,Transit
K01915,3.198,11.480135335982634,6.56225728,1.768,1.367,0.116,Transit,cks,Transit
K01915,2.81,6.038756995867979,67.8450771,1.768,1.367,0.116,Transit,cks,Transit
K01922,2.508,10.710011105520405,1.954524342,1.128,0.983,0.131,Transit,cks,Transit
K01922,4.15,18.09356562443971,105.6551369,1.128,0.983,0.131,Transit,cks,Transit
K01930,2.492,7.384618416884855,13.72707449,1.752,1.105,0.084,Transit,cks,Transit
K01930,2.394,6.491363359276064,24.3111399,1.752,1.105,0.084,Transit,cks,Transit
K01930,2.829,6.3219847687522375,44.4301361,1.752,1.105,0.084,Transit,cks,Transit
K01930,1.767,4.8896210979409,9.34144548,1.752,1.105,0.084,Transit,cks,Transit
K01931,1.381,2.742061581305994,4.97761996,0.766,0.87,0.095,Transit,cks,Transit
K01931,1.1,1.3074543528348626,10.55838956,0.766,0.87,0.095,Transit,cks,Transit
K01931,1.117,1.3506114197037358,6.98803345,0.766,0.87,0.095,Transit,cks,Transit
K01952,2.04,7.502160023154437,8.01041305,1.185,0.976,0.148,Transit,cks,Transit
K01952,2.306,5.75170843638598,27.6665971,1.185,0.976,0.148,Transit,cks,Transit
K01952,1.35,2.644359453338918,5.19556758,1.185,0.976,0.148,Transit,cks,Transit
K01952,2.867,6.145514481185991,42.4730575,1.185,0.976,0.148,Transit,cks,Transit
K01955,2.103,6.381540275243516,15.17026179,1.363,1.213,0.234,Transit,cks,Transit
K01955,2.679,5.444378080062686,39.4571522,1.363,1.213,0.234,Transit,cks,Transit
K01955,0.963,0.8020806579271242,1.644224613,1.363,1.213,0.234,Transit,cks,Transit
K01955,1.843,6.45492887539361,26.2348478,1.363,1.213,0.234,Transit,cks,Transit
K01960,2.062,6.518058096504312,8.96848108,1.21,1.055,0.192,Transit,cks,Transit
K01960,1.767,5.9103988508480985,23.2218189,1.21,1.055,0.192,Transit,cks,Transit
K01970,2.372,5.45973964601398,21.96399084,0.86,0.931,0.122,Transit,cks,Transit
K01970,2.861,5.506069604263138,125.602302,0.86,0.931,0.122,Transit,cks,Transit
K01978,2.359,6.646223718278916,6.51111985,0.87,0.943,0.202,Transit,cks,Transit
K01978,2.871,6.121222550570559,23.85163032,0.87,0.943,0.202,Transit,cks,Transit
K01992,2.865,8.1221719684243,12.7983044,1.437,0.922,0.183,Transit,cks,Transit
K01992,2.368,5.711262611574105,27.3216332,1.437,0.922,0.183,Transit,cks,Transit
K02004,3.021,7.08354319779369,56.1886887,1.619,1.126,0.127,Transit,cks,Transit
K02004,1.334,2.489572919061332,3.18897601,1.619,1.126,0.127,Transit,cks,Transit
K02004,0.99,0.8928689311549755,1.72109431,1.619,1.126,0.127,Transit,cks,Transit
K02007,1.436,3.014524111045735,15.3787546,0.998,1.062,0.205,Transit,cks,Transit
K02007,1.325,2.4225048034350665,21.1284569,0.998,1.062,0.205,Transit,cks,Transit
K02011,1.459,3.4056998666468283,7.05675289,1.296,1.189,0.257,Transit,cks,Transit
K02011,1.171,1.6314963100489313,17.2654644,1.296,1.189,0.257,Transit,cks,Transit
K02012,2.676,5.735789690976626,34.8538276,0.927,1.014,0.092,Transit,cks,Transit
K02012,2.455,5.277492863647679,180.92477,0.927,1.014,0.092,Transit,cks,Transit
K02022,2.002,7.597997582457279,5.92973644,0.966,1.083,0.1,Transit,cks,Transit
K02022,2.087,6.376352481667552,12.24764145,0.966,1.083,0.1,Transit,cks,Transit
K02029,1.212,1.7845514666547517,16.33269854,0.726,0.798,0.08,Transit,cks,Transit
K02029,0.859,0.5768236554696125,10.05545337,0.726,0.798,0.08,Transit,cks,Transit
K02029,0.64,0.2307242041096129,6.88729828,0.726,0.798,0.08,Transit,cks,Transit
K02029,0.582,0.17237004123872285,4.78850157,0.726,0.798,0.08,Transit,cks,Transit
K02037,3.347,10.495671888607841,73.7579317,0.736,0.82,0.123,Transit,cks,Transit
K02037,1.782,6.0442490802810145,5.47715929,0.736,0.82,0.123,Transit,cks,Transit
K02037,1.798,5.966940887483361,8.56266484,0.736,0.82,0.123,Transit,cks,Transit
K02038,2.074,6.385078256758829,8.3053749,0.853,0.947,0.09,Transit,cks,Transit
K02038,1.879,5.536748105917331,12.51366754,0.853,0.947,0.09,Transit,cks,Transit
K02038,1.239,1.931897413458437,17.9133739,0.853,0.947,0.09,Transit,cks,Transit
K02038,1.178,1.6213661422269583,25.2152875,0.853,0.947,0.09,Transit,cks,Transit
K02039,1.439,3.235842876537592,5.42587228,0.898,1.012,0.085,Transit,cks,Transit
K02039,0.762,0.394461189418306,0.762129261,0.898,1.012,0.085,Transit,cks,Transit
K02051,3.189,8.518088298249427,25.7624524,1.173,0.933,0.246,Transit,cks,Transit
K02051,1.696,4.690892177653719,11.0317307,1.173,0.933,0.246,Transit,cks,Transit
K02053,2.097,6.699550564096597,13.12163551,1.417,1.163,0.064,Transit,cks,Transit
K02053,1.665,5.191586297648698,4.61268045,1.417,1.163,0.064,Transit,cks,Transit
K02073,2.932,5.492185752810325,49.5004952,0.711,0.794,0.113,Transit,cks,Transit
K02073,1.644,4.456980019431377,6.47538919,0.711,0.794,0.113,Transit,cks,Transit
K02073,2.163,5.348102720570718,16.85827722,0.711,0.794,0.113,Transit,cks,Transit
K02076,3.078,6.728280721536534,56.777229,0.997,1.094,0.15,Transit,cks,Transit
K02076,6.334,38.25115677776688,219.3217528,0.997,1.094,0.15,Transit,cks,Transit
K02086,1.951,6.163224230173469,7.13294363,1.433,1.0,0.304,Transit,cks,Transit
K02086,2.089,7.042498815740172,8.91902447,1.433,1.0,0.304,Transit,cks,Transit
K02086,1.747,5.219083740443184,11.8984932,1.433,1.0,0.304,Transit,cks,Transit
K02092,4.143,13.176822756438145,57.6899118,0.835,0.827,0.219,Transit,cks,Transit
K02092,3.084,6.73244281504634,25.5638576,0.835,0.827,0.219,Transit,cks,Transit
K02094,3.367,6.870300783345452,42.4267342,0.992,0.857,0.149,Transit,cks,Transit
K02094,2.75,5.172544666428629,198.680179,0.992,0.857,0.149,Transit,cks,Transit
K02111,1.415,3.0524130777432923,3.289722169,0.9,0.994,0.18,Transit,cks,Transit
K02111,1.844,6.568268408269526,7.1864526,0.9,0.994,0.18,Transit,cks,Transit
K02135,2.806,5.987235291648238,55.1866695,1.472,1.191,0.281,Transit,cks,Transit
K02135,1.562,3.946284759896713,20.1890097,1.472,1.191,0.281,Transit,cks,Transit
K02135,1.615,4.670829497251017,8.48653576,1.472,1.191,0.281,Transit,cks,Transit
K02148,2.221,6.896911435336303,11.9320869,1.583,1.226,0.19,Transit,cks,Transit
K02148,1.753,5.726467550433478,7.54233911,1.583,1.226,0.19,Transit,cks,Transit
K02148,1.295,2.2612584744641433,3.61461353,1.583,1.226,0.19,Transit,cks,Transit
K02153,2.194,5.051281316664534,59.9810586,1.293,1.076,0.291,Transit,cks,Transit
K02153,1.599,4.000847817419157,25.7457529,1.293,1.076,0.291,Transit,cks,Transit
K02158,0.852,0.5417140841885598,4.56204856,0.932,0.848,0.103,Transit,cks,Transit
K02158,0.648,0.23734029820932934,6.68228463,0.932,0.848,0.103,Transit,cks,Transit
K02162,1.705,5.328007959522299,108.593329,0.908,0.793,0.099,Transit,cks,Transit
K02162,1.659,4.984494147188106,199.664537,0.908,0.793,0.099,Transit,cks,Transit
K02167,2.699,5.906452010935952,24.3397804,0.929,1.006,0.143,Transit,cks,Transit
K02167,2.491,5.009842588533276,76.5369586,0.929,1.006,0.143,Transit,cks,Transit
K02168,2.496,11.088073701201383,3.28192091,1.739,1.088,0.225,Transit,cks,Transit
K02168,3.009,9.552490853527633,12.51618164,1.739,1.088,0.225,Transit,cks,Transit
K02169,0.848,0.5434822598292355,5.45298175,0.863,0.95,0.038,Transit,cks,Transit
K02169,0.644,0.23085239163729204,3.266612036,0.863,0.95,0.038,Transit,cks,Transit
K02169,0.639,0.22689301905773185,4.27225316,0.863,0.95,0.038,Transit,cks,Transit
K02173,1.124,1.320137963408412,37.8156219,0.699,0.768,0.032,Transit,cks,Transit
K02173,1.323,2.156438147812887,53.5778376,0.699,0.768,0.032,Transit,cks,Transit
K02183,2.249,5.782958082794744,19.023152,1.029,0.982,0.104,Transit,cks,Transit
K02183,1.526,3.9057809164617403,4.57950946,1.029,0.982,0.104,Transit,cks,Transit
K02194,2.303,5.536723703543098,34.7629923,1.258,0.876,0.113,Transit,cks,Transit
K02194,2.105,5.20255289883047,67.9687026,1.258,0.876,0.113,Transit,cks,Transit
K02194,1.956,5.795703071111717,445.22912,1.258,0.876,0.113,Transit,cks,Transit
K02195,2.65,6.0205053152464165,20.0545077,1.249,1.037,0.239,Transit,cks,Transit
K02195,2.618,5.736792389406965,30.0904877,1.249,1.037,0.239,Transit,cks,Transit
K02195,1.534,3.6683807418855943,6.84976206,1.249,1.037,0.239,Transit,cks,Transit
K02218,2.179,8.326521608623262,5.53532955,1.326,0.981,0.108,Transit,cks,Transit
K02218,1.812,5.535859795905965,16.726052,1.326,0.981,0.108,Transit,cks,Transit
K02220,1.627,4.82018803984247,3.28280266,1.341,1.033,0.118,Transit,cks,Transit
K02220,1.91,5.447554379416262,5.02818614,1.341,1.033,0.118,Transit,cks,Transit
K02220,1.55,4.146595137763622,1.897834018,1.341,1.033,0.118,Transit,cks,Transit
K02220,1.538,4.013532768403184,7.66464553,1.341,1.033,0.118,Transit,cks,Transit
K02220,1.564,3.6081816757365934,11.9294568,1.341,1.033,0.118,Transit,cks,Transit
K02236,3.025,6.769217048178051,19.9866157,0.871,0.891,0.091,Transit,cks,Transit
K02236,1.624,4.020301053934766,12.12582991,0.871,0.891,0.091,Transit,cks,Transit
K02278,2.281,6.860827221659738,14.17220432,1.419,0.968,0.07,Transit,cks,Transit
K02278,1.262,2.0750725569756394,4.92031217,1.419,0.968,0.07,Transit,cks,Transit
K02279,2.025,5.877427506940408,27.0141783,1.172,1.043,0.107,Transit,cks,Transit
K02279,1.491,3.564808961159107,12.5094525,1.172,1.043,0.107,Transit,cks,Transit
K02289,2.363,5.196169685251041,62.7845002,1.271,1.125,0.286,Transit,cks,Transit
K02289,1.611,4.154056038848349,20.0984215,1.271,1.125,0.286,Transit,cks,Transit
K02333,1.22,1.8440920387172746,3.930871,1.247,0.99,0.066,Transit,cks,Transit
K02333,1.416,3.0958617501540173,7.63006848,1.247,0.99,0.066,Transit,cks,Transit
K02352,0.992,0.9215048160020035,13.39152873,1.449,1.144,0.284,Transit,cks,Transit
K02352,0.919,0.7180174417159599,5.62902579,1.449,1.144,0.284,Transit,cks,Transit
K02352,0.923,0.7211910828043281,8.2563025,1.449,1.144,0.284,Transit,cks,Transit
K02357,2.338,8.958914633327073,2.42087351,1.209,0.932,0.108,Transit,cks,Transit
K02357,2.93,7.6253513234977826,15.9042292,1.209,0.932,0.108,Transit,cks,Transit
K02365,2.239,5.664756722027016,35.9682344,1.345,1.152,0.092,Transit,cks,Transit
K02365,1.61,4.265874000261487,110.97378,1.345,1.152,0.092,Transit,cks,Transit
K02374,1.793,5.088451991827084,5.26212693,1.146,1.002,0.146,Transit,cks,Transit
K02374,2.053,7.156579895822006,12.16281552,1.146,1.002,0.146,Transit,cks,Transit
K02414,1.986,6.477583586281073,22.5965999,1.617,0.882,0.076,Transit,cks,Transit
K02414,2.139,5.648048757247503,45.3485277,1.617,0.882,0.076,Transit,cks,Transit
K02422,1.659,5.255017389585772,26.7839183,0.773,0.841,0.096,Transit,cks,Transit
K02422,1.533,4.190068714704649,57.3885599,0.773,0.841,0.096,Transit,cks,Transit
K02433,3.124,7.0529489844291415,15.1622735,1.09,0.992,0.281,Transit,cks,Transit
K02433,3.029,7.934065515768799,10.04377084,1.09,0.992,0.281,Transit,cks,Transit
K02433,2.325,5.481281660565543,56.414742,1.09,0.992,0.281,Transit,cks,Transit
K02433,1.915,5.855212418174901,27.9038807,1.09,0.992,0.281,Transit,cks,Transit
K02433,1.547,3.6504509117390582,6.06330298,1.09,0.992,0.281,Transit,cks,Transit
K02442,1.939,5.393923673804536,25.1934467,0.814,0.825,0.116,Transit,cks,Transit
K02442,1.38,2.615718489470518,12.3102846,0.814,0.825,0.116,Transit,cks,Transit
K02443,1.144,1.492755496469645,6.79164786,1.124,0.85,0.21,Transit,cks,Transit
